dataset,feature_set,model,acquisition,mean_relative_improvement_pct,median_relative_improvement_pct,q25_relative_improvement_pct,q75_relative_improvement_pct,mean_delta_alc_mape,median_delta_alc_mape,mean_absolute_alc_mape,mean_baseline_alc_mape,n_trials
HUST,set2_early_soh,AE_ENet,exploitation,-24.384781183930738,-13.66444295352407,-40.63552409814317,-2.078896383860928,-4.459775605087651,-3.3000073514605237,25.62959436975719,21.169818764669536,10
HUST,set2_early_soh,AE_ENet,exploration,-1.7694299290730093,-2.309918208783899,-7.58196009435638,-0.13964596530123682,-0.603307954919894,-0.5817793121756392,21.773126719589435,21.169818764669536,10
HUST,set2_early_soh,AE_ENet,hybrid,0.36628779971430603,-0.6122827965478617,-3.449964225587599,5.983499230075996,-0.1851999935485468,-0.19667098007529304,21.355018758218087,21.169818764669536,10
HUST,set2_early_soh,AE_ENet,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,21.169818764669536,21.169818764669536,10
HUST,set2_early_soh,GPR,coverage,-6.010571060152311,-10.18507580098954,-19.32824945468804,8.363935446337582,-1.1123726864024008,-1.4903857463248817,18.60653737023832,17.49416468383592,10
HUST,set2_early_soh,GPR,diversity_iterative,-12.39587846317161,-8.249828080085477,-27.948867134135632,-0.11815163798631556,-1.9066921332995421,-1.021854615311966,19.40085681713546,17.49416468383592,10
HUST,set2_early_soh,GPR,diversity_oneshot,-5.737566945182434,-5.378135124324386,-19.401173539607637,3.981083009669579,-0.652155901529716,-0.7769901136319861,18.146320585365636,17.49416468383592,10
HUST,set2_early_soh,GPR,exploitation,1.7222685254265102,6.90918720577454,-1.2721049966190972,11.421353513635733,0.593102017961067,1.0502220473605348,16.901062665874854,17.49416468383592,10
HUST,set2_early_soh,GPR,exploration,-3.4770665415019257,-6.609963396785169,-17.380683069914422,5.87759877703607,-0.8145407608960058,-1.1632074584478858,18.308705444731924,17.49416468383592,10
HUST,set2_early_soh,GPR,hybrid,-5.218653670858004,-8.95416911610045,-14.44668523954739,9.537059355406946,-0.9949692730831419,-1.3517806071823504,18.48913395691906,17.49416468383592,10
HUST,set2_early_soh,GPR,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,17.49416468383592,17.49416468383592,10
HUST,set2_early_soh,RF,coverage,-17.136736674020163,-18.634157140797804,-25.38128606314681,-7.546392339990874,-3.0476655760248414,-3.231975657402801,21.070304104718655,18.022638528693815,10
HUST,set2_early_soh,RF,diversity_iterative,-14.029837112923238,-7.3519526060790374,-19.943613016068092,9.277418058662901,-1.5485601359887537,-1.009620284249598,19.57119866468257,18.022638528693815,10
HUST,set2_early_soh,RF,diversity_oneshot,-19.310430756418906,-16.749470302104076,-25.18601519072507,1.5104064372583412,-2.7073414726995755,-2.608558716224076,20.729980001393393,18.022638528693815,10
HUST,set2_early_soh,RF,exploitation,-9.911914957107015,-11.333834060698939,-20.132941153645916,-2.903503731706426,-1.1405867160302667,-1.315337158653147,19.16322524472408,18.022638528693815,10
HUST,set2_early_soh,RF,exploration,-10.685947427601008,-16.37716606080765,-19.269555785449842,-3.1789396926712374,-1.7704052215236026,-2.0811901435315665,19.793043750217418,18.022638528693815,10
HUST,set2_early_soh,RF,hybrid,-16.143352209814594,-13.798531050298081,-20.82208128084029,-8.540154039591457,-2.6499198061543665,-3.0068071055954277,20.672558334848183,18.022638528693815,10
